timestamp,step,A_1,A_2,A_3,A_4,A_5,A_6,A_7
1780487392.368,data_recording_center,0.4616,6.6496,0.3621,-5.1119,0.3082,-0.3433,0.2461
1780487394.587,data_recording_front,0.5963,7.4242,0.2681,-6.2324,0.4757,2.0187,0.2336
1780487398.617,data_recording_left,0.5574,6.1374,-0.3651,-4.8181,-0.9692,-0.8600,0.2903
1780487402.488,data_recording_right,0.5921,5.7792,0.4803,-3.8631,0.1640,-1.8928,0.2184
1780487406.388,data_recording_back,0.0128,6.1816,1.0769,-4.7718,1.8902,-0.8296,0.1697
