1780487277.100,start,-0.8621,7.3195,0.2767,-5.1398,0.2128,-0.4569,0.2451
1780487277.110,start,-0.8487,7.2836,0.2745,-5.1075,0.2154,-0.4647,0.2453
1780487277.120,start,-0.7143,7.2985,0.3560,-5.1253,0.2275,-0.4802,0.2449
1780487277.130,start,-0.6628,7.3200,0.3806,-5.0965,0.2249,-0.4804,0.2458
1780487277.141,start,-0.4907,7.3030,0.4713,-5.0811,0.2235,-0.4967,0.2467
1780487277.150,start,-0.4289,7.3372,0.5090,-5.1285,0.2357,-0.4995,0.2468
1780487277.160,start,-0.4959,7.3375,0.4944,-5.1467,0.2490,-0.4754,0.2465
1780487277.170,start,-0.5794,7.3108,0.4258,-5.1406,0.2325,-0.4613,0.2479
1780487277.180,start,-0.7087,7.1845,0.3225,-5.1173,0.2195,-0.4468,0.2496
1780487277.190,start,-0.7536,7.2837,0.3021,-5.1364,0.2128,-0.4298,0.2501
1780487277.200,start,-0.7118,7.1571,0.3061,-5.0787,0.2182,-0.4272,0.2501
1780487277.210,start,-0.6047,7.2722,0.3713,-5.1283,0.2105,-0.4308,0.2504
1780487277.220,start,-0.4977,7.1422,0.4171,-5.0823,0.2129,-0.4238,0.2514
1780487277.230,start,-0.3739,7.3586,0.5066,-5.1183,0.2118,-0.4351,0.2504
1780487277.240,start,-0.3262,7.2344,0.5441,-5.1296,0.2387,-0.4360,0.2497
1780487277.250,start,-0.4450,7.3647,0.5009,-5.1323,0.2320,-0.4316,0.2508
1780487277.260,start,-0.5479,7.1541,0.4033,-5.0406,0.2202,-0.4432,0.2528
