1781013578.010,data_recording_center,0.7263,8.1315,0.5870,-6.2792,0.6457,-0.2846,0.2744
1781013580.239,data_recording_front,0.7763,9.2658,0.2820,-8.0439,0.1082,2.5666,0.2470
1781013584.280,data_recording_left,0.3105,7.5143,-0.6917,-5.8305,-1.7226,-1.1119,0.2521
1781013588.169,data_recording_right,-0.0471,6.7918,0.5342,-4.2982,0.4360,-2.6377,0.2225
1781013592.049,data_recording_back,0.3167,7.7647,1.4838,-5.8478,2.5765,-1.0722,0.2312
